date,temperature,humidity,windspeed,precipitation,weathercode,sunrise,sunset
2024-03-02,6.4,89,25.9,11.2,61,08:30,19:36
2024-03-03,5.8,86,13.9,3.2,53,08:28,19:38
2024-03-04,5.3,78,12.1,0.6,51,08:25,19:39
2024-03-05,6.8,83,19.2,7.5,63,08:23,19:41
2024-03-06,6.2,88,10.0,3.2,61,08:21,19:42
2024-03-07,6.2,81,19.3,0.0,2,08:19,19:44
2024-03-08,8.0,73,25.6,0.0,3,08:17,19:45
2024-03-09,9.0,76,25.5,4.6,61,08:15,19:47
2024-03-10,7.7,89,15.9,3.0,51,08:13,19:49
2024-03-11,7.4,85,20.3,1.6,53,08:11,19:50
2024-03-12,8.7,91,18.4,5.2,61,08:09,19:52
2024-03-13,11.3,84,16.1,0.0,3,08:07,19:53
2024-03-14,10.8,83,16.7,0.0,3,08:05,19:55
2024-03-15,12.9,83,28.8,6.9,61,08:03,19:56
2024-03-16,11.6,76,21.6,0.7,51,08:01,19:58
2024-03-17,11.2,91,16.1,4.6,53,07:59,19:59
2024-03-18,12.6,84,12.4,3.4,53,07:57,20:01
2024-03-19,11.4,79,10.4,0.0,3,07:55,20:02
2024-03-20,12.1,80,9.4,0.0,3,07:53,20:04
2024-03-21,12.3,80,11.3,0.0,3,07:50,20:05
2024-03-22,11.2,83,17.8,0.1,51,07:48,20:07
2024-03-23,7.5,79,28.4,8.3,73,07:46,20:08
2024-03-24,6.8,75,28.3,0.8,51,07:44,20:10
2024-03-25,7.2,74,21.1,0.0,3,07:42,20:11
2024-03-26,9.3,85,23.6,8.0,61,07:40,20:13
2024-03-27,7.9,78,29.0,1.3,53,07:38,20:14
2024-03-28,8.8,70,39.0,3.5,61,07:36,20:16
2024-03-29,10.3,79,22.4,8.2,61,07:33,20:17
2024-03-30,8.8,82,14.9,11.7,61,07:31,20:19
2024-03-31,9.6,83,22.7,2.4,53,07:29,20:20
2024-04-01,9.6,79,23.4,1.7,53,07:27,20:22
2024-04-02,10.4,75,33.7,0.5,51,07:25,20:23
2024-04-03,12.4,79,28.2,7.2,55,07:23,20:25
2024-04-04,14.1,78,39.8,10.8,63,07:21,20:26
2024-04-05,14.8,82,26.3,4.2,61,07:19,20:28
2024-04-06,16.9,68,23.2,0.0,3,07:17,20:29
2024-04-07,15.2,78,17.6,10.6,63,07:15,20:31
2024-04-08,14.3,82,20.3,8.3,63,07:13,20:32
2024-04-09,9.9,69,31.7,1.2,51,07:11,20:34
2024-04-10,9.8,70,14.8,0.0,3,07:09,20:35
2024-04-11,13.8,79,11.4,0.5,51,07:07,20:37
2024-04-12,15.6,80,13.1,0.0,3,07:05,20:38
2024-04-13,17.1,78,17.7,0.0,3,07:03,20:40
2024-04-14,14.0,75,16.3,0.0,3,07:01,20:41
2024-04-15,9.9,75,39.8,2.8,61,06:59,20:43
2024-04-16,9.0,71,27.8,2.8,61,06:57,20:44
2024-04-17,7.2,77,22.0,1.3,53,06:55,20:46
2024-04-18,7.1,72,15.4,0.7,51,06:53,20:47
2024-04-19,9.3,75,29.5,0.8,51,06:51,20:49
2024-04-20,6.8,72,20.6,0.1,51,06:49,20:50
2024-04-21,6.6,68,28.7,1.7,55,06:47,20:52
2024-04-22,6.4,71,18.5,0.6,51,06:45,20:53
2024-04-23,6.1,67,19.2,0.0,3,06:44,20:55
2024-04-24,7.5,71,27.4,1.2,51,06:42,20:56
2024-04-25,7.3,71,11.1,0.2,51,06:40,20:57
2024-04-26,9.5,78,18.0,3.0,61,06:38,20:59
2024-04-27,11.6,87,17.1,16.2,63,06:36,21:00
2024-04-28,11.9,73,28.0,3.9,61,06:35,21:02
2024-04-29,12.1,75,15.5,0.4,51,06:33,21:03
2024-04-30,13.8,83,22.5,5.2,61,06:31,21:05
2024-05-01,15.2,85,20.8,5.1,63,06:29,21:06
2024-05-02,11.7,86,23.2,7.4,61,06:28,21:08
2024-05-03,11.6,76,21.9,2.6,61,06:26,21:09
2024-05-04,10.6,82,12.4,0.7,51,06:24,21:11
2024-05-05,12.8,85,19.6,1.7,55,06:23,21:12
2024-05-06,13.3,79,18.6,3.5,61,06:21,21:14
2024-05-07,13.0,82,23.5,1.1,51,06:20,21:15
2024-05-08,12.1,78,15.4,0.0,3,06:18,21:16
2024-05-09,13.3,78,11.9,0.0,3,06:17,21:18
2024-05-10,16.0,73,14.8,0.0,3,06:15,21:19
2024-05-11,17.5,71,15.2,0.0,3,06:14,21:21
2024-05-12,17.9,76,12.7,8.3,63,06:12,21:22
2024-05-13,16.9,76,19.6,0.0,3,06:11,21:23
2024-05-14,14.6,88,14.1,17.1,61,06:10,21:25
2024-05-15,14.8,78,14.1,2.3,55,06:08,21:26
2024-05-16,14.5,75,14.0,3.2,61,06:07,21:27
2024-05-17,14.1,76,9.9,0.2,51,06:06,21:29
2024-05-18,15.0,81,12.6,7.1,63,06:05,21:30
2024-05-19,14.8,85,8.9,2.0,55,06:03,21:31
2024-05-20,15.4,82,14.5,10.5,63,06:02,21:32
2024-05-21,14.8,87,11.9,13.5,63,06:01,21:34
2024-05-22,14.7,79,20.5,3.9,61,06:00,21:35
2024-05-23,14.7,78,12.3,8.0,63,05:59,21:36
2024-05-24,14.0,82,16.3,3.2,61,05:58,21:37
2024-05-25,15.1,80,10.5,1.1,53,05:57,21:38
2024-05-26,16.6,77,21.9,3.6,55,05:56,21:40
2024-05-27,13.7,78,18.4,1.8,53,05:55,21:41
2024-05-28,13.4,84,23.2,2.0,53,05:54,21:42
2024-05-29,15.0,88,23.8,17.6,63,05:53,21:43
2024-05-30,13.6,82,24.3,6.0,61,05:53,21:44
2024-05-31,13.2,84,23.4,3.6,53,05:52,21:45
2024-06-01,13.4,84,22.7,2.4,53,05:51,21:46
2024-06-02,14.1,79,19.9,0.0,3,05:51,21:47
2024-06-03,14.2,78,10.8,0.0,3,05:50,21:48
2024-06-04,17.3,78,19.5,1.3,51,05:50,21:48
2024-06-05,15.8,76,16.9,0.4,51,05:49,21:49
2024-06-06,14.2,72,14.5,0.0,3,05:49,21:50
2024-06-07,14.4,70,10.1,0.0,2,05:48,21:51
2024-06-08,14.7,72,19.4,0.0,3,05:48,21:52
2024-06-09,14.5,69,19.8,0.0,2,05:47,21:52
2024-06-10,12.7,75,26.0,3.0,61,05:47,21:53
2024-06-11,12.2,71,16.7,0.4,51,05:47,21:54
2024-06-12,11.9,79,14.0,3.0,61,05:47,21:54
2024-06-13,14.5,67,20.8,0.7,51,05:47,21:55
2024-06-14,16.7,71,26.8,3.5,53,05:47,21:55
2024-06-15,14.6,69,29.8,1.7,53,05:46,21:56
2024-06-16,15.3,79,25.1,4.9,61,05:46,21:56
2024-06-17,17.4,81,13.7,7.7,63,05:46,21:57
2024-06-18,17.7,90,13.9,21.4,63,05:47,21:57
2024-06-19,17.5,80,23.3,1.8,53,05:47,21:57
2024-06-20,18.2,80,15.8,1.8,53,05:47,21:57
2024-06-21,17.6,84,13.3,18.6,63,05:47,21:58
2024-06-22,16.2,78,24.3,3.7,53,05:47,21:58
2024-06-23,16.6,72,19.5,0.0,3,05:47,21:58
2024-06-24,19.7,75,11.2,0.0,2,05:48,21:58
2024-06-25,22.2,70,12.3,0.0,3,05:48,21:58
2024-06-26,23.5,70,14.0,0.0,3,05:49,21:58
2024-06-27,22.8,72,18.3,0.2,51,05:49,21:58
2024-06-28,17.9,68,13.5,0.0,3,05:50,21:58
2024-06-29,17.1,75,18.3,31.8,65,05:50,21:57
2024-06-30,18.1,77,18.3,4.2,61,05:51,21:57
2024-07-01,17.4,74,17.6,1.4,51,05:51,21:57
2024-07-02,16.2,74,16.5,1.2,51,05:52,21:57
2024-07-03,15.6,73,20.4,0.2,51,05:53,21:56
2024-07-04,17.7,68,22.8,0.4,51,05:53,21:56
2024-07-05,18.1,65,18.6,0.1,51,05:54,21:55
2024-07-06,17.6,60,27.9,0.1,51,05:55,21:55
2024-07-07,15.7,60,21.1,0.1,51,05:56,21:54
2024-07-08,17.3,68,12.8,0.0,3,05:57,21:54
2024-07-09,20.2,74,14.3,2.6,61,05:58,21:53
2024-07-10,20.7,69,19.6,0.5,53,05:59,21:53
2024-07-11,19.5,69,15.5,0.3,51,05:59,21:52
2024-07-12,16.3,80,17.4,12.4,63,06:00,21:51
2024-07-13,16.3,78,9.9,3.2,55,06:01,21:50
2024-07-14,17.8,71,9.0,0.1,51,06:02,21:50
2024-07-15,20.0,70,23.4,1.1,53,06:03,21:49
2024-07-16,18.9,67,28.0,0.8,51,06:04,21:48
2024-07-17,19.1,69,10.0,0.0,3,06:06,21:47
2024-07-18,22.0,64,8.5,0.0,3,06:07,21:46
2024-07-19,24.6,60,8.4,0.2,51,06:08,21:45
2024-07-20,24.1,62,12.7,8.8,63,06:09,21:44
2024-07-21,21.1,77,19.7,6.4,63,06:10,21:43
2024-07-22,19.7,66,17.4,0.0,3,06:11,21:41
2024-07-23,20.2,72,24.5,1.9,53,06:13,21:40
2024-07-24,19.3,70,7.7,0.0,3,06:14,21:39
2024-07-25,22.4,61,13.3,0.0,3,06:15,21:38
2024-07-26,20.7,82,10.6,4.9,53,06:16,21:36
2024-07-27,18.5,90,10.1,8.0,61,06:18,21:35
2024-07-28,18.2,74,14.5,0.0,3,06:19,21:34
2024-07-29,21.7,69,12.9,0.0,3,06:20,21:32
2024-07-30,25.9,71,9.4,0.0,3,06:22,21:31
2024-07-31,25.0,79,17.6,7.1,63,06:23,21:30
2024-08-01,22.9,85,13.7,29.4,65,06:24,21:28
2024-08-02,22.0,76,19.4,2.7,61,06:26,21:27
2024-08-03,19.7,72,14.8,0.6,51,06:27,21:25
2024-08-04,19.8,72,14.3,0.0,3,06:28,21:24
2024-08-05,20.3,70,7.6,0.0,3,06:30,21:22
2024-08-06,22.0,66,15.6,0.0,3,06:31,21:20
2024-08-07,20.0,66,13.7,2.8,61,06:32,21:19
2024-08-08,21.1,64,15.2,0.1,51,06:34,21:17
2024-08-09,21.7,70,18.5,0.0,3,06:35,21:15
2024-08-10,21.5,70,9.4,0.0,3,06:37,21:14
2024-08-11,24.4,56,16.3,0.0,3,06:38,21:12
2024-08-12,27.8,59,15.4,0.0,1,06:39,21:10
2024-08-13,22.9,76,17.8,1.4,53,06:41,21:08
2024-08-14,21.9,78,12.2,8.9,63,06:42,21:07
2024-08-15,21.5,69,13.0,0.7,51,06:44,21:05
2024-08-16,21.2,70,17.9,0.1,51,06:45,21:03
2024-08-17,20.1,86,15.5,37.7,63,06:46,21:01
2024-08-18,17.6,74,20.2,6.4,63,06:48,20:59
2024-08-19,16.8,73,9.2,0.0,3,06:49,20:57
2024-08-20,18.1,79,21.6,16.2,63,06:51,20:56
2024-08-21,16.2,71,15.3,0.0,3,06:52,20:54
2024-08-22,17.9,63,17.7,0.0,3,06:53,20:52
2024-08-23,20.3,73,28.3,0.1,51,06:55,20:50
2024-08-24,21.4,73,28.5,2.9,61,06:56,20:48
2024-08-25,16.6,63,17.3,0.0,3,06:58,20:46
2024-08-26,17.8,62,9.5,0.0,3,06:59,20:44
2024-08-27,18.7,68,9.1,0.0,3,07:01,20:42
2024-08-28,21.4,67,15.3,0.0,3,07:02,20:40
2024-08-29,20.8,71,14.8,1.1,53,07:03,20:38
2024-08-30,17.4,86,15.5,13.2,63,07:05,20:36
2024-08-31,19.2,89,13.2,0.9,53,07:06,20:34
2024-09-01,22.4,79,19.4,0.2,51,07:08,20:32
2024-09-02,20.4,79,16.3,0.3,51,07:09,20:30
2024-09-03,19.3,79,14.8,7.5,63,07:10,20:28
2024-09-04,18.3,76,11.3,1.6,53,07:12,20:25
2024-09-05,15.9,85,24.3,29.2,63,07:13,20:23
2024-09-06,16.6,81,11.8,0.3,51,07:15,20:21
2024-09-07,18.4,85,14.5,6.2,61,07:16,20:19
2024-09-08,16.2,80,23.9,5.7,63,07:18,20:17
2024-09-09,16.3,84,27.4,1.0,51,07:19,20:15
2024-09-10,14.8,73,25.4,0.1,51,07:20,20:13
2024-09-11,14.4,73,27.0,4.7,61,07:22,20:11
2024-09-12,11.2,73,22.7,2.0,55,07:23,20:09
2024-09-13,11.3,78,19.2,1.9,55,07:25,20:07
2024-09-14,11.5,77,10.7,0.0,3,07:26,20:05
2024-09-15,12.1,75,9.0,0.0,3,07:27,20:02
2024-09-16,14.3,81,18.1,0.4,51,07:29,20:00
2024-09-17,15.7,77,26.0,0.0,3,07:30,19:58
2024-09-18,18.0,73,27.9,0.5,51,07:32,19:56
2024-09-19,19.2,61,22.4,0.0,1,07:33,19:54
2024-09-20,16.0,80,16.5,4.6,63,07:35,19:52
2024-09-21,17.3,81,17.6,0.5,51,07:36,19:50
2024-09-22,17.1,87,14.2,13.9,63,07:37,19:47
2024-09-23,15.3,86,19.3,8.8,61,07:39,19:45
2024-09-24,14.9,86,27.1,1.4,51,07:40,19:43
2024-09-25,14.4,91,25.8,16.0,63,07:42,19:41
2024-09-26,15.9,86,30.6,11.5,63,07:43,19:39
2024-09-27,12.9,76,30.2,1.5,53,07:45,19:37
2024-09-28,10.5,77,17.4,0.7,51,07:46,19:35
2024-09-29,9.5,77,23.2,0.0,3,07:47,19:33
2024-09-30,14.6,80,34.0,0.4,51,07:49,19:31
2024-10-01,13.9,76,19.6,0.1,51,07:50,19:29
2024-10-02,13.2,82,22.0,1.6,53,07:52,19:26
2024-10-03,11.4,79,20.6,0.1,51,07:53,19:24
2024-10-04,9.8,80,11.4,0.0,3,07:55,19:22
2024-10-05,10.4,79,17.5,0.0,3,07:56,19:20
2024-10-06,12.8,86,20.2,4.2,61,07:58,19:18
2024-10-07,15.7,91,21.3,11.8,63,07:59,19:16
2024-10-08,15.6,81,26.0,0.5,51,08:01,19:14
2024-10-09,14.4,92,28.9,55.7,65,08:02,19:12
2024-10-10,12.9,86,22.2,1.3,51,08:04,19:10
2024-10-11,9.5,83,9.4,0.0,3,08:05,19:08
2024-10-12,11.6,86,15.3,1.8,53,08:07,19:06
2024-10-13,11.9,79,16.9,0.0,3,08:08,19:04
2024-10-14,14.4,82,16.7,0.1,51,08:10,19:02
2024-10-15,15.2,91,18.2,0.2,51,08:11,19:00
2024-10-16,19.0,80,22.8,6.0,63,08:13,18:58
2024-10-17,16.6,93,17.2,12.5,63,08:14,18:56
2024-10-18,14.3,89,19.9,7.7,61,08:16,18:54
2024-10-19,13.4,87,22.9,2.7,53,08:17,18:52
2024-10-20,14.8,90,23.8,0.7,53,08:19,18:51
2024-10-21,16.7,87,28.2,1.6,55,08:20,18:49
2024-10-22,12.5,87,17.6,0.0,3,08:22,18:47
2024-10-23,10.4,89,11.9,0.0,3,08:24,18:45
2024-10-24,11.6,89,13.2,0.0,3,08:25,18:43
2024-10-25,14.6,90,22.0,2.0,55,08:27,18:41
2024-10-26,14.4,95,7.0,5.1,55,08:28,18:40
2024-10-27,14.2,93,10.2,2.8,53,08:30,18:38
2024-10-28,13.2,91,9.7,0.0,3,08:31,18:36
2024-10-29,11.0,93,10.6,0.0,3,08:33,18:34
2024-10-30,12.3,89,12.1,0.0,3,08:35,18:33
2024-10-31,12.0,91,8.1,0.0,3,08:36,18:31
2024-11-01,10.7,93,7.6,0.0,3,08:38,18:29
2024-11-02,10.8,87,16.1,0.7,51,08:39,18:28
2024-11-03,10.1,86,10.3,0.0,3,08:41,18:26
2024-11-04,9.3,94,8.8,0.0,3,08:43,18:25
2024-11-05,9.3,97,7.9,0.0,3,08:44,18:23
2024-11-06,10.5,91,10.8,0.0,3,08:46,18:22
2024-11-07,11.0,88,14.7,0.0,3,08:47,18:20
2024-11-08,9.4,87,10.3,0.0,3,08:49,18:19
2024-11-09,10.3,93,7.1,0.0,3,08:50,18:17
2024-11-10,10.2,92,12.6,0.5,51,08:52,18:16
2024-11-11,8.7,87,18.5,0.5,51,08:54,18:15
2024-11-12,8.5,83,29.9,2.1,53,08:55,18:13
2024-11-13,7.5,83,12.8,0.0,3,08:57,18:12
2024-11-14,7.9,88,7.8,0.0,3,08:58,18:11
2024-11-15,8.7,85,8.8,0.1,51,09:00,18:10
2024-11-16,7.3,81,7.0,0.0,3,09:01,18:09
2024-11-17,7.2,88,12.6,1.0,51,09:03,18:07
2024-11-18,8.6,92,20.7,4.3,53,09:04,18:06
2024-11-19,10.4,90,27.3,24.4,63,09:06,18:05
2024-11-20,4.2,81,23.9,3.1,75,09:08,18:04
2024-11-21,0.8,91,22.6,10.4,75,09:09,18:03
2024-11-22,0.8,86,20.2,0.6,73,09:10,18:02
2024-11-23,4.8,78,25.0,0.0,3,09:12,18:01
2024-11-24,14.9,59,28.7,0.0,3,09:13,18:01
2024-11-25,13.1,76,25.0,8.8,61,09:15,18:00
2024-11-26,8.6,88,16.0,3.4,63,09:16,17:59
2024-11-27,10.3,90,24.0,8.7,63,09:17,17:58
2024-11-28,6.5,85,8.9,0.0,3,09:19,17:58
2024-11-29,3.6,86,11.0,0.0,3,09:20,17:57
2024-11-30,2.9,89,9.4,0.0,3,09:21,17:57
2024-12-01,5.7,95,14.5,0.0,3,09:23,17:56
2024-12-02,10.3,89,16.4,0.5,51,09:24,17:56
2024-12-03,5.7,88,12.6,1.0,53,09:25,17:55
2024-12-04,4.5,95,10.3,0.0,3,09:26,17:55
2024-12-05,7.5,90,24.2,3.4,55,09:27,17:55
2024-12-06,9.2,78,29.2,2.3,61,09:29,17:54
2024-12-07,8.8,83,30.6,7.8,61,09:30,17:54
2024-12-08,7.2,86,25.8,5.6,61,09:31,17:54
2024-12-09,5.5,85,20.5,1.3,51,09:32,17:54
2024-12-10,5.2,84,15.8,0.2,51,09:33,17:54
2024-12-11,4.9,84,12.9,0.0,3,09:34,17:54
2024-12-12,3.9,85,10.0,0.0,3,09:35,17:54
2024-12-13,2.0,87,8.4,0.0,3,09:36,17:54
2024-12-14,1.9,93,10.8,0.1,51,09:37,17:54
2024-12-15,6.0,91,13.1,0.0,3,09:37,17:54
2024-12-16,9.2,90,12.7,0.0,3,09:38,17:54
2024-12-17,7.0,93,13.3,0.0,3,09:39,17:55
2024-12-18,10.2,85,23.3,1.4,53,09:39,17:55
2024-12-19,9.0,82,26.6,4.5,61,09:40,17:55
2024-12-20,4.9,83,15.3,0.1,51,09:40,17:56
2024-12-21,8.4,90,23.5,4.8,55,09:41,17:56
2024-12-22,6.7,82,27.7,18.7,73,09:41,17:57
2024-12-23,5.9,72,22.5,0.1,51,09:42,17:57
2024-12-24,6.8,93,8.7,1.1,53,09:42,17:58
2024-12-25,9.4,96,8.2,0.0,3,09:43,17:59
2024-12-26,7.0,93,8.9,0.0,3,09:43,17:59
2024-12-27,2.0,93,5.1,0.0,3,09:43,18:00
2024-12-28,0.5,97,9.0,0.0,3,09:43,18:01
2024-12-29,2.5,92,7.5,0.0,3,09:43,18:02
2024-12-30,3.1,91,8.7,0.1,51,09:44,18:03
2024-12-31,3.6,90,16.5,0.0,3,09:44,18:04
2025-01-01,6.1,88,26.9,0.0,3,09:44,18:05
2025-01-02,4.4,94,27.5,22.7,73,09:44,18:06
2025-01-03,0.4,89,8.6,0.0,1,09:43,18:07
2025-01-04,-0.7,86,13.5,5.2,61,09:43,18:08
2025-01-05,9.4,88,29.4,14.1,63,09:43,18:09
2025-01-06,9.7,76,34.8,1.6,53,09:43,18:10
2025-01-07,5.0,76,22.9,4.0,75,09:42,18:11
2025-01-08,6.0,93,32.1,15.9,61,09:42,18:12
2025-01-09,6.3,85,21.5,5.4,61,09:42,18:14
2025-01-10,3.4,86,10.6,0.4,71,09:41,18:15
2025-01-11,0.9,92,9.5,0.0,3,09:41,18:16
2025-01-12,1.5,93,8.3,0.0,3,09:40,18:18
2025-01-13,0.5,83,9.3,0.0,2,09:39,18:19
2025-01-14,-1.4,84,4.9,0.0,3,09:39,18:20
2025-01-15,2.2,96,7.4,0.2,51,09:38,18:22
2025-01-16,3.4,93,12.6,0.0,3,09:37,18:23
2025-01-17,0.8,94,7.0,0.0,3,09:37,18:25
2025-01-18,0.5,90,9.5,0.0,3,09:36,18:26
2025-01-19,-0.3,95,5.9,0.1,71,09:35,18:28
2025-01-20,-0.5,92,6.4,0.1,71,09:34,18:29
2025-01-21,0.2,93,10.0,0.0,3,09:33,18:31
2025-01-22,4.8,96,15.6,13.8,63,09:32,18:32
2025-01-23,6.1,87,24.2,3.1,61,09:31,18:34
2025-01-24,9.3,80,28.0,4.7,61,09:30,18:35
2025-01-25,9.8,88,21.5,11.2,63,09:29,18:37
2025-01-26,5.0,87,27.3,3.2,53,09:28,18:39
2025-01-27,9.7,80,31.7,3.6,55,09:27,18:40
2025-01-28,7.9,81,26.1,4.5,55,09:25,18:42
2025-01-29,7.2,88,25.8,9.7,61,09:24,18:43
2025-01-30,6.1,89,19.0,3.7,53,09:23,18:45
2025-01-31,2.3,92,14.6,4.8,55,09:22,18:47
2025-02-01,2.2,85,7.5,0.0,3,09:20,18:48
2025-02-02,1.2,88,5.7,0.0,0,09:19,18:50
2025-02-03,1.3,95,5.4,0.0,3,09:17,18:52
2025-02-04,1.3,93,10.3,0.0,3,09:16,18:53
2025-02-05,4.5,92,8.1,0.0,3,09:14,18:55
2025-02-06,3.3,88,15.7,0.2,51,09:13,18:57
2025-02-07,3.9,79,15.0,0.9,51,09:11,18:58
2025-02-08,5.7,82,16.5,2.2,53,09:10,19:00
2025-02-09,4.7,89,12.2,5.4,55,09:08,19:02
2025-02-10,4.2,94,13.6,8.5,63,09:06,19:03
2025-02-11,4.1,85,13.0,0.0,3,09:05,19:05
2025-02-12,3.3,87,7.5,0.4,51,09:03,19:07
2025-02-13,4.5,80,9.0,0.1,51,09:01,19:08
2025-02-14,1.6,78,11.4,0.0,3,09:00,19:10
2025-02-15,0.6,79,12.8,0.0,3,08:58,19:11
2025-02-16,1.7,80,9.9,0.0,3,08:56,19:13
2025-02-17,1.8,81,9.0,0.0,3,08:55,19:15
2025-02-18,2.8,78,12.3,0.0,3,08:53,19:16
2025-02-19,4.9,80,10.8,0.0,3,08:51,19:18
2025-02-20,9.6,93,13.6,1.5,55,08:49,19:20
2025-02-21,12.0,84,14.9,0.1,51,08:47,19:21
2025-02-22,10.7,84,19.1,6.0,61,08:46,19:23
2025-02-23,8.9,82,15.5,0.0,3,08:44,19:24
2025-02-24,10.3,82,18.6,3.1,61,08:42,19:26
2025-02-25,8.0,95,26.2,18.3,63,08:40,19:28
2025-02-26,7.0,82,25.3,2.6,61,08:38,19:29
2025-02-27,6.0,80,19.0,0.4,51,08:36,19:31
2025-02-28,5.0,83,11.6,0.5,51,08:34,19:32
2025-03-01,3.7,83,19.0,0.0,3,08:32,19:34
2025-03-02,4.5,78,12.6,0.0,3,08:30,19:36
2025-03-03,4.7,80,6.6,0.0,3,08:28,19:37
2025-03-04,5.7,79,6.4,0.0,3,08:26,19:39
2025-03-05,7.6,79,5.6,0.0,0,08:24,19:40
2025-03-06,9.2,70,11.0,0.0,3,08:22,19:42
2025-03-07,10.6,69,10.3,0.0,3,08:20,19:43
2025-03-08,11.6,67,12.6,0.0,3,08:18,19:45
2025-03-09,12.1,67,12.8,0.0,3,08:16,19:47
2025-03-10,10.6,84,11.0,3.3,55,08:14,19:48
2025-03-11,7.1,90,13.5,0.5,51,08:12,19:50
2025-03-12,4.9,82,13.3,2.3,53,08:10,19:51
2025-03-13,4.4,82,10.3,1.6,71,08:08,19:53
2025-03-14,3.1,82,12.8,0.7,51,08:06,19:54
2025-03-15,3.8,69,20.5,0.2,51,08:04,19:56
2025-03-16,5.8,69,15.6,0.0,3,08:01,19:57
2025-03-17,5.8,67,15.9,0.0,3,07:59,19:59
2025-03-18,6.5,64,12.5,0.0,0,07:57,20:00
2025-03-19,10.2,71,10.1,0.0,3,07:55,20:02
2025-03-20,11.5,75,9.9,0.0,3,07:53,20:03
2025-03-21,13.5,73,16.0,2.1,53,07:51,20:05
2025-03-22,12.7,87,14.7,10.0,63,07:49,20:06
2025-03-23,9.9,83,13.4,1.1,51,07:47,20:08
2025-03-24,10.8,83,9.1,0.5,51,07:44,20:09
2025-03-25,10.4,81,12.2,0.0,3,07:42,20:11
2025-03-26,10.1,82,11.8,0.4,51,07:40,20:12
2025-03-27,8.8,78,8.0,0.0,0,07:38,20:14
2025-03-28,7.8,87,17.3,2.1,55,07:36,20:15
2025-03-29,8.9,70,16.5,1.5,55,07:34,20:17
2025-03-30,9.7,73,17.2,0.1,51,07:32,20:18
2025-03-31,9.1,78,11.5,0.0,1,07:30,20:20
2025-04-01,9.0,64,24.8,0.0,0,07:28,20:21
2025-04-02,10.9,61,16.9,0.0,3,07:26,20:23
2025-04-03,13.5,68,13.8,0.0,3,07:24,20:24
2025-04-04,15.6,65,13.8,0.1,51,07:22,20:26
2025-04-05,15.6,60,13.5,0.0,0,07:20,20:27
2025-04-06,12.7,54,13.8,0.0,3,07:17,20:29
2025-04-07,10.1,47,9.8,0.0,0,07:15,20:30
2025-04-08,11.2,54,9.1,0.0,3,07:13,20:32
2025-04-09,12.1,56,16.4,0.0,1,07:11,20:33
2025-04-10,10.8,63,12.3,0.0,1,07:09,20:35
2025-04-11,13.5,55,10.0,0.0,0,07:07,20:36
2025-04-12,14.2,62,18.4,3.0,61,07:05,20:38
2025-04-13,14.0,76,16.2,3.0,55,07:03,20:39
2025-04-14,13.3,69,13.8,0.0,3,07:01,20:41
2025-04-15,14.0,76,19.2,2.6,53,06:59,20:42
2025-04-16,10.9,63,11.3,0.0,3,06:57,20:44
2025-04-17,11.5,63,11.2,0.0,3,06:55,20:45
2025-04-18,12.3,60,18.3,0.0,3,06:54,20:47
2025-04-19,13.5,65,17.0,2.8,61,06:52,20:48
2025-04-20,12.9,74,17.5,5.2,63,06:50,20:50
2025-04-21,11.9,82,11.6,4.3,55,06:48,20:51
2025-04-22,12.1,81,7.8,0.4,51,06:46,20:53
2025-04-23,11.0,79,20.7,9.3,61,06:44,20:54
2025-04-24,12.1,78,13.1,1.1,51,06:42,20:56
2025-04-25,11.4,79,11.0,0.5,51,06:40,20:57
2025-04-26,13.3,72,13.4,0.2,51,06:39,20:59
2025-04-27,15.3,67,12.5,0.3,51,06:37,21:00
2025-04-28,16.7,62,12.5,0.0,1,06:35,21:02
2025-04-29,18.9,46,12.1,0.0,0,06:33,21:03
2025-04-30,21.1,40,11.4,0.0,0,06:31,21:05
2025-05-01,22.1,45,15.4,0.0,3,06:30,21:06
2025-05-02,22.5,47,13.2,0.0,3,06:28,21:07
2025-05-03,19.1,71,14.6,9.2,63,06:26,21:09
2025-05-04,12.4,64,19.1,1.2,51,06:25,21:10
2025-05-05,10.2,61,18.8,0.0,3,06:23,21:12
2025-05-06,11.1,59,20.2,0.2,51,06:22,21:13
2025-05-07,11.8,65,16.1,0.0,3,06:20,21:15
2025-05-08,13.2,58,15.8,0.1,51,06:19,21:16
2025-05-09,14.7,45,17.5,0.0,3,06:17,21:17
2025-05-10,17.0,44,16.7,0.0,3,06:16,21:19
2025-05-11,17.7,61,13.0,4.5,61,06:14,21:20
2025-05-12,15.7,75,10.9,1.7,51,06:13,21:22
2025-05-13,15.4,78,14.2,6.9,63,06:11,21:23
2025-05-14,17.9,64,15.3,0.1,51,06:10,21:24
2025-05-15,13.9,61,19.0,0.0,3,06:09,21:26
2025-05-16,14.3,59,15.8,0.0,0,06:07,21:27
2025-05-17,13.7,59,13.9,0.0,3,06:06,21:28
2025-05-18,14.7,62,10.6,0.0,3,06:05,21:30
2025-05-19,16.2,53,12.4,0.0,3,06:04,21:31
2025-05-20,19.1,44,14.5,0.0,3,06:02,21:32
2025-05-21,14.3,64,13.6,13.7,61,06:01,21:33
2025-05-22,13.3,68,14.7,1.4,53,06:00,21:35
2025-05-23,13.4,53,10.5,0.0,3,05:59,21:36
2025-05-24,14.2,64,18.3,0.4,51,05:58,21:37
2025-05-25,16.6,72,22.4,2.0,53,05:57,21:38
